@relation proteina_completatreinamento-weka.filters.unsupervised.attribute.Normalize-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-V-N10-F1

@attribute A numeric
@attribute B numeric
@attribute C numeric
@attribute D numeric
@attribute E numeric
@attribute F numeric
@attribute G numeric
@attribute H numeric
@attribute I numeric
@attribute J numeric
@attribute L numeric
@attribute M numeric
@attribute N numeric
@attribute O numeric
@attribute P numeric
@attribute Q numeric
@attribute R numeric
@attribute S numeric
@attribute T numeric
@attribute U numeric
@attribute V numeric
@attribute X numeric
@attribute Z numeric
@attribute A1 numeric
@attribute B1 numeric
@attribute C1 numeric
@attribute D1 numeric
@attribute E1 numeric
@attribute F1 numeric
@attribute G1 numeric
@attribute H1 numeric
@attribute I1 numeric
@attribute J1 numeric
@attribute L1 numeric
@attribute M1 numeric
@attribute N1 numeric
@attribute O1 numeric
@attribute P1 numeric
@attribute Q1 numeric
@attribute R1 numeric
@attribute S1 numeric
@attribute T1 numeric
@attribute U1 numeric
@attribute V1 numeric
@attribute X1 numeric
@attribute Z1 numeric
@attribute A2 numeric
@attribute B2 numeric
@attribute C2 numeric
@attribute D2 numeric
@attribute E2 numeric
@attribute F2 numeric
@attribute G2 numeric
@attribute H2 numeric
@attribute I2 numeric
@attribute J2 numeric
@attribute L2 numeric
@attribute M2 numeric
@attribute N2 numeric
@attribute O2 numeric
@attribute P2 numeric
@attribute Q2 numeric
@attribute R2 numeric
@attribute S2 numeric
@attribute T2 numeric
@attribute U2 numeric
@attribute V2 numeric
@attribute X2 numeric
@attribute Z2 numeric
@attribute A3 numeric
@attribute B3 numeric
@attribute C3 numeric
@attribute D3 numeric
@attribute E3 numeric
@attribute F3 numeric
@attribute G3 numeric
@attribute H3 numeric
@attribute I3 numeric
@attribute J3 numeric
@attribute L3 numeric
@attribute M3 numeric
@attribute N3 numeric
@attribute O3 numeric
@attribute P3 numeric
@attribute Q3 numeric
@attribute R3 numeric
@attribute S3 numeric
@attribute T3 numeric
@attribute U3 numeric
@attribute V3 numeric
@attribute X3 numeric
@attribute Z3 numeric
@attribute A4 numeric
@attribute B4 numeric
@attribute C4 numeric
@attribute D4 numeric
@attribute E4 numeric
@attribute F4 numeric
@attribute G4 numeric
@attribute H4 numeric
@attribute I4 numeric
@attribute J4 numeric
@attribute L4 numeric
@attribute M4 numeric
@attribute N4 numeric
@attribute O4 numeric
@attribute P4 numeric
@attribute Q4 numeric
@attribute R4 numeric
@attribute S4 numeric
@attribute T4 numeric
@attribute U4 numeric
@attribute V4 numeric
@attribute X4 numeric
@attribute Z4 numeric
@attribute A5 numeric
@attribute B5 numeric
@attribute C5 numeric
@attribute D5 numeric
@attribute E5 numeric
@attribute F5 numeric
@attribute G5 numeric
@attribute H5 numeric
@attribute I5 numeric
@attribute J5 numeric
@attribute L5 numeric
@attribute class {1,2,3,4,5}

@data
0.469136,0,0.327586,0.356383,0.182692,0.433566,0.038023,0.151832,0.436548,0.411483,0,0.132867,0.311688,0.350365,0.410811,0.287425,0.13615,0.544304,0.316667,0.342342,0.110945,0.560526,0.537931,0.163265,0.808219,0.405914,0.364162,0.070866,0.498559,0.536542,0.753906,0.94012,0.024845,0.73183,0.694196,0.736211,0.869369,0.209091,0.347561,0.272222,0.22372,1,0.182482,0.587983,0.553977,0.464183,0.46319,0.770149,0.239583,0.421875,0.1875,0.16443,1,0.024845,0.73183,0.609804,0.549091,0.887597,0.070866,0.386167,0.657205,0.753906,0.94012,0.553611,0.392105,0.511936,0.569405,0.557432,0.427778,0.025397,0.545244,0.612554,0.699187,0.930456,0.070588,0.36755,0.442266,0.532178,1,0.074227,0.295585,0.609865,0.733205,0.978022,0.26815,0.307018,0.487119,0,0.142857,0.442396,0.069647,0.118503,0.177019,0.235839,0.286,0.358836,0.399784,0.647558,0.746862,0.876,0.086538,0.720978,0.686047,0.716599,1,0.439163,0.592417,0.511936,0.48072,0.366876,0.51952,0.038095,0.809524,0.769802,0.685131,0.843243,0.059016,0.333333,0.438356,0.567742,1,0.074227,0.295585,0.609865,0.733205,0.978022,4
0.333333,0.034043,0.465517,0.218085,0.394231,0.342657,0.091255,0.125654,0.538071,0.349282,0.686747,0.230769,0.37013,0.29927,0.12973,0.143713,0.192488,0.772152,0,0.216216,0.137931,0.489474,0.4,0.459184,0.445205,0.430108,0.419075,0.027559,0.706052,0.625668,0.890625,1,0.096273,0.491228,0.466518,0.513189,0.891892,0.1,0.396341,0.708333,0.636119,0.947712,0.452555,0.457082,0.519886,0.418338,0.368098,0.522388,0.114583,0.38125,0.641447,0.489933,0.947712,0.096273,0.471178,0.362745,0.349091,0.906977,0.027559,0.706052,0.766376,0.890625,1,0.452954,0.45,0.586207,0.487252,0.513514,0.488889,0.019048,0.473318,0.452381,0.613821,0.942446,0.058824,0.281457,0.638344,0.784653,1,0.096907,0.466411,0.724963,0.618042,0.927473,0.190867,0.511696,0.400468,0,0.24812,0.529954,0.828482,0.861746,0.933747,0.971164,0.984,0.017241,0.095905,0.250531,0.611925,0.748,0.067308,0.564155,0.476744,0.447368,1,0.38403,0.592417,0.586207,0.282776,0.33543,0.591592,0.028571,0.494505,0.497525,0.387755,0.87027,0.04918,0.434698,0.550436,0.775806,1,0.096907,0.466411,0.724963,0.618042,0.927473,4
0.378601,0.059574,0.321839,0.132979,0.403846,0.332168,0.026616,0.146597,0.106599,0.607656,0.048193,0.41958,0.272727,0.182482,0.227027,0.443114,0.497653,0.64557,0.116667,0.288288,0.37931,0.236842,0.622989,0.455782,0.318493,0.263441,0.66763,0.106299,0.559078,0.381462,0.505859,1,0.006211,0.536341,0.698661,0.741007,0.936937,0.022727,0.533537,0.719444,0.800539,0.973856,0.474453,0.686695,0.196023,0.661891,0.180982,0.426866,0.026042,0.5,0.526316,0.704698,0.973856,0.006211,0.591479,0.662745,0.565455,0.945736,0.094488,0.466859,0.467249,0.513672,1,0.667396,0.502632,0.265252,0.716714,0.317568,0.263889,0.006349,0.596288,0.677489,0.79065,0.966427,0.023529,0.307947,0.470588,0.658416,1,0.047423,0.46833,0.524664,0.598848,0.96044,0.152225,0.371345,0.550351,0,0.263158,0.456221,0.329522,0.391892,0.484472,0.562307,0.989,0.15194,0.296336,0.725053,0.861925,0.933,0.028846,0.215886,0.435216,0.516194,1,0.553232,0.670616,0.265252,0.678663,0.226415,0.33033,0.009524,0.717949,0.757426,0.71137,0.924324,0.019672,0.348928,0.475716,0.727419,1,0.047423,0.46833,0.524664,0.598848,0.96044,4
0.197531,0,0.413793,0.638298,0.230769,0.465035,0.045627,0.314136,0.304569,0.401914,0,0.251748,0.311688,0.175182,0.324324,0.215569,0.225352,0.227848,0.2,0.756757,0.077961,0.615789,0.537931,0.091837,0.773973,0.163978,0.485549,0.090551,0.360231,0.342246,0.667969,0.712575,0.031056,0.614035,0.741071,0.810552,1,0.481818,0.707317,0.447222,0.407008,0.764706,0.273723,0.482833,0.622159,0.461318,0.386503,0.567164,0.239583,0.55,0.292763,0.302013,0.764706,0.031056,0.917293,0.698039,0.605455,1,0.090551,0.394813,0.419214,0.667969,0.712575,0.479212,0.384211,0.525199,0.422096,0.533784,0.461111,0.031746,0.62413,0.588745,0.703252,0.942446,0.090196,0.486755,0.485839,0.45297,1,0.094845,0.245681,0.475336,0.786948,0.894505,0.084309,0.581871,0.449649,0.342857,0.090226,0.506912,0.401247,0.401247,0.424431,0.434604,0.446,0.025862,0.337284,0.703822,0.844142,0.952,0.105769,0.327902,0.541528,0.366397,1,0.376426,0.658768,0.525199,0.467866,0.331237,0.585586,0.047619,0.805861,0.732673,0.77551,1,0.07541,0.413255,0.433375,0.527419,0.846809,0.094845,0.245681,0.475336,0.786948,0.894505,4
0.213992,0.07234,0.247126,0.414894,0.576923,0.118881,0.064639,0.272251,0.436548,0.287081,0.204819,0.482517,0.279221,0.248175,0.183784,0.467066,0.403756,0.544304,0.283333,0.306306,0.127436,0.542105,0.388506,0.408163,0.431507,0.443548,0.560694,0.031496,0.682997,0.561497,0.75,0.688623,0.099379,0.39599,0.524554,0.752998,0.959459,0.068182,0.536585,0.677778,0.590296,1,0.434307,0.439914,0.553977,0.553009,0.43865,0.456716,0.078125,0.525,0.690789,0.489933,1,0.099379,0.330827,0.376471,0.42,0.965116,0.031496,0.682997,0.724891,0.833984,0.796407,0.382932,0.486842,0.562334,0.410765,0.550676,0.547222,0.15873,0.426914,0.4329,0.664634,0.978417,0.062745,0.523179,0.59695,0.732673,1,0.014433,0.429942,0.710015,0.714012,0.925275,0.091335,0.201754,0.747073,0,0.12782,0.322581,0.484407,0.492723,0.508282,0.524202,0.534,0.167026,0.195043,0.374735,0.630753,0.638,0.076923,0.342159,0.651163,0.720648,1,0.313688,0.701422,0.562334,0.452442,0.377358,0.627628,0.152381,0.355311,0.49505,0.705539,0.951351,0.052459,0.481481,0.515567,0.645161,1,0.014433,0.429942,0.710015,0.714012,0.925275,4
0.329218,0.144681,0.528736,0.303191,0.663462,0.199301,0.064639,0.151832,0.28934,0.301435,0.277108,0.321678,0.188312,0.291971,0.372973,0.341317,0.215962,0.436709,0.383333,0.36036,0.214393,0.586842,0.349425,0.408163,0.441781,0.44086,0.381503,0.019685,0.386167,0.484848,0.716797,0.898204,0.118012,0.654135,0.658482,0.724221,0.972973,0.095455,0.560976,0.647222,0.619946,1,0.456204,0.390558,0.602273,0.426934,0.472393,0.462687,0.109375,0.60625,0.625,0.604027,1,0.118012,0.538847,0.466667,0.52,0.957364,0.019685,0.466859,0.604803,0.716797,0.898204,0.47046,0.357895,0.647215,0.269122,0.716216,0.480556,0.047619,0.49884,0.502165,0.552846,0.973621,0.019608,0.44702,0.701525,0.903465,1,0.018557,0.287908,0.636771,0.641075,0.986813,0.087822,0.714912,0.340749,0.171429,0.12782,0.451613,0.12578,0.889813,0.904762,0.917611,0.914,0.135776,0.297414,0.463907,0.685146,0.96,0.048077,0.107943,0.513289,0.726721,1,0.397338,0.526066,0.647215,0.174807,0.480084,0.555556,0.071429,0.626374,0.616337,0.620991,1,0.016393,0.436647,0.58655,0.840323,0.92766,0.018557,0.287908,0.636771,0.641075,0.986813,4
0.345679,0.017021,0.356322,0.212766,0.557692,0.388112,0.08365,0.277487,0.314721,0.444976,0.156627,0.27972,0.233766,0.291971,0.167568,0.610778,0.206573,0.481013,0.216667,0.117117,0.290855,0.360526,0.544828,0.411565,0.530822,0.231183,0.67052,0.082677,0.414986,0.41533,0.65625,0.520958,0.006211,0.553885,0.685268,0.786571,1,0.072727,0.490854,0.675,0.660377,0.915033,0.357664,0.622318,0.372159,0.636103,0.171779,0.644776,0.083333,0.478125,0.601974,0.577181,0.915033,0.006211,0.553885,0.523529,0.587273,1,0.082677,0.414986,0.517467,0.65625,0.520958,0.625821,0.331579,0.419098,0.569405,0.554054,0.352778,0.006349,0.512761,0.5671,0.79065,1,0.168627,0.493377,0.6122,0.616337,0.843931,0.03299,0.309021,0.588939,0.671785,0.971429,0.21897,0.27924,0.557377,0,0.338346,0.368664,0.253638,0.392931,0.570393,0.672503,0.933,0.043103,0.219828,0.5,0.762552,0.88,0.028846,0.274949,0.539867,0.690283,1,0.486692,0.613744,0.419098,0.552699,0.381551,0.414414,0.009524,0.586081,0.670792,0.746356,1,0.140984,0.463938,0.524284,0.632258,0.829787,0.03299,0.309021,0.588939,0.671785,0.971429,3
0.580247,0.029787,0.114943,0.106383,0.442308,0.377622,0.087452,0.188482,0.147208,0.267943,0.433735,0.545455,0.383117,0.240876,0.140541,0.449102,0.230047,0.620253,0.216667,0.441441,0.412294,0.176316,0.751724,0.343537,0.260274,0.215054,0.549133,0.125984,0.553314,0.632799,0.917969,0.982036,0.015528,0.533835,0.591518,0.681055,0.954955,0.004545,0.542683,0.466667,0.568733,1,0.416058,0.736052,0.176136,0.601719,0.159509,0.361194,0.005208,0.584375,0.559211,0.506711,1,0.015528,0.483709,0.47451,0.483636,0.96124,0.125984,0.610951,0.882096,0.943359,0.982036,0.599562,0.386842,0.442971,0.393768,0.472973,0.366667,0.015873,0.447796,0.538961,0.644309,0.889688,0.035294,0.281457,0.464052,0.673267,0.982659,0.028866,0.59501,0.787743,0.880998,1,0.286885,0.27193,0.495316,0.2,0.443609,0.271889,0.128898,0.241164,0.432712,0.53553,0.882,0.056034,0.18319,0.585987,0.776151,0.908,0.019231,0.431772,0.692691,0.704453,1,0.513308,0.561611,0.442971,0.329049,0.356394,0.432432,0.02381,0.483516,0.616337,0.559767,0.945946,0.006557,0.331384,0.429639,0.690323,0.987234,0.028866,0.59501,0.787743,0.880998,1,3
0.325103,0.017021,0.431034,0.462766,0.269231,0.22028,0.060837,0.434555,0.299492,0.416268,0.337349,0.167832,0.253247,0.20438,0.362162,0.167665,0.333333,0.550633,0.2,0.351351,0.334333,0.526316,0.365517,0.465986,0.40411,0.526882,0.32948,0.059055,0.610951,0.552585,0.740234,0.904192,0.018634,0.403509,0.515625,0.642686,1,0.009091,0.594512,0.608333,0.754717,0.947712,0.510949,0.412017,0.53125,0.363897,0.558282,0.429851,0.010417,0.584375,0.575658,0.64094,0.947712,0.018634,0.471178,0.452941,0.478182,1,0.059055,0.576369,0.668122,0.732422,0.904192,0.431072,0.397368,0.511936,0.280453,0.449324,0.491667,0.019048,0.429234,0.5,0.658537,1,0.043137,0.731788,0.714597,0.809406,0.976879,0.004124,0.322457,0.54559,0.583493,0.973626,0.516393,0.252924,0.28103,0.114286,0.56391,0.271889,0.016632,0.380457,0.60352,0.782698,0.984,0.122845,0.177802,0.259023,0.559623,0.898,0.028846,0.478615,0.584718,0.659919,1,0.323194,0.736967,0.511936,0.426735,0.262055,0.63964,0.028571,0.465201,0.581683,0.571429,1,0.036066,0.534113,0.579078,0.753226,0.965957,0.004124,0.322457,0.54559,0.583493,0.973626,3
0.316872,0.029787,0.37931,0.196809,0.548077,0.321678,0.091255,0.240838,0.203046,0.449761,0.26506,0.447552,0.402597,0.240876,0.189189,0.443114,0.239437,0.373418,0.15,0.432432,0.769115,0.360526,0.57931,0.353741,0.534247,0.311828,0.462428,0.055118,0.602305,0.595365,0.828125,0.964072,0.006211,0.561404,0.566964,0.621103,1,0.040909,0.533537,0.702778,0.781671,0.973856,0.423358,0.577253,0.377841,0.495702,0.328221,0.549254,0.046875,0.5375,0.634868,0.721477,0.986928,0.006211,0.528822,0.472549,0.410909,1,0.055118,0.628242,0.740175,0.857422,0.964072,0.52954,0.405263,0.477454,0.470255,0.422297,0.452778,0.006349,0.522042,0.554113,0.640244,1,0.019608,0.278146,0.592593,0.685644,0.976879,0.072165,0.464491,0.701046,0.831094,0.995604,0.176815,0.211988,0.653396,0,0.24812,0.271889,0.134096,0.431393,0.637681,0.783728,0.952,0.007543,0.215517,0.380042,0.780335,0.892,0.009615,0.382892,0.521595,0.603239,1,0.460076,0.592417,0.477454,0.429306,0.320755,0.525526,0.009524,0.542125,0.623762,0.469388,1,0.032787,0.460039,0.554172,0.743548,0.982979,0.072165,0.464491,0.701046,0.831094,0.995604,3
0.292181,0.017021,0.528736,0.265957,0.519231,0.216783,0.045627,0.371728,0.360406,0.421053,0.349398,0.433566,0.162338,0.182482,0.227027,0.275449,0.29108,0.474684,0.2,0.414414,0.313343,0.534211,0.342529,0.486395,0.489726,0.443548,0.410405,0.027559,0.642651,0.566845,0.744141,0.952096,0.083851,0.368421,0.508929,0.772182,0.923423,0.009091,0.728659,0.630556,0.603774,1,0.558394,0.38412,0.53125,0.406877,0.484663,0.483582,0.010417,0.578125,0.509868,0.45302,1,0.083851,0.368421,0.423529,0.605455,0.934109,0.027559,0.654179,0.713974,0.759766,0.952096,0.47046,0.331579,0.562334,0.348442,0.567568,0.547222,0.085714,0.389791,0.584416,0.768293,0.959233,0.043137,0.602649,0.594771,0.668317,1,0.004124,0.391555,0.608371,0.642994,0.982418,0.423888,0.261696,0.36534,0,0.443609,0.345622,0.112266,0.316008,0.535197,0.669413,0.983,0.018319,0.435345,0.508493,0.832636,0.921,0.028846,0.344196,0.448505,0.607287,1,0.330798,0.682464,0.562334,0.380463,0.360587,0.714715,0.128571,0.391941,0.616337,0.728863,0.908108,0.036066,0.536062,0.525529,0.687097,1,0.004124,0.391555,0.608371,0.642994,0.982418,3
0.518519,0.029787,0.321839,0.297872,0.201923,0.293706,0.053232,0.47644,0.213198,0.368421,0.337349,0.244755,0.409091,0.306569,0.227027,0.293413,0.262911,0.620253,0,0.126126,0.167916,0.352632,0.528736,0.44898,0.339041,0.346774,0.491329,0.07874,0.585014,0.502674,0.654297,0.790419,0.015528,0.288221,0.504464,0.760192,1,0.118182,0.551829,0.677778,0.681941,0.862745,0.40146,0.622318,0.340909,0.475645,0.242331,0.498507,0.135417,0.65,0.605263,0.651007,0.862745,0.015528,0.270677,0.443137,0.490909,1,0.07874,0.605187,0.615721,0.654297,0.790419,0.553611,0.460526,0.281167,0.373938,0.280405,0.408333,0.038095,0.266821,0.428571,0.530488,1,0.023529,0.536424,0.751634,0.680693,0.797688,0.039175,0.451056,0.609865,0.675624,0.953846,0.467213,0.245614,0.337237,0,0.315789,0.322581,0.094595,0.189189,0.289855,0.683831,0.923,0.030172,0.414871,0.541401,0.782427,0.818,0.057692,0.641548,0.637874,0.682186,1,0.480989,0.748815,0.281167,0.547558,0.218029,0.465465,0.02381,0.274725,0.542079,0.530612,1,0.088525,0.448343,0.597758,0.695161,0.880851,0.039175,0.451056,0.609865,0.675624,0.953846,3
0.502058,0.012766,0.551724,0.388298,0.576923,0.328671,0.098859,0.151832,0.147208,0.483254,0.216867,0.160839,0.318182,0.211679,0.491892,0.173653,0.197183,0.310127,0.266667,0.207207,0.530735,0.528947,0.478161,0.289116,0.489726,0.430108,0.436416,0.015748,0.573487,0.500891,0.783203,1,0.003106,0.526316,0.618304,0.695444,0.986486,0.095455,0.585366,0.683333,0.673854,0.947712,0.266423,0.530043,0.565341,0.449857,0.420245,0.58806,0.005208,0.584375,0.595395,0.540268,0.947712,0.018634,0.498747,0.517647,0.547273,0.988372,0.015748,0.541787,0.620087,0.757812,1,0.577681,0.326316,0.549072,0.396601,0.621622,0.402778,0.025397,0.461717,0.571429,0.788618,0.992806,0.015686,0.433775,0.631808,0.618812,0.953757,0.002062,0.395393,0.581465,0.71785,1,0.548009,0.128655,0.348946,0,0.548872,0.193548,0.091476,0.329522,0.610766,0.84243,0.992,0.024784,0.142241,0.364119,0.486402,0.738,0.019231,0.213849,0.506645,0.453441,1,0.467681,0.523697,0.549072,0.424165,0.446541,0.438438,0.028571,0.498168,0.653465,0.725948,0.983784,0.013115,0.539961,0.542964,0.616129,0.965957,0.002062,0.395393,0.581465,0.71785,1,3
0.312757,0.038298,0.310345,0.37234,0.567308,0.185315,0.079848,0.366492,0.370558,0.45933,0.156627,0.447552,0.214286,0.386861,0.281081,0.359281,0.197183,0.392405,0.05,0.324324,1,0.6,0.333333,0.411565,0.482877,0.422043,0.33526,0,0.541787,0.575758,0.794922,1,0.003106,0.526316,0.553571,0.685851,0.986486,0.009091,0.670732,0.675,0.700809,0.954248,0.441606,0.377682,0.627841,0.315186,0.466258,0.519403,0.010417,0.571875,0.601974,0.627517,0.954248,0.003106,0.556391,0.486275,0.510909,0.988372,0,0.533141,0.69869,0.789062,1,0.365427,0.484211,0.533156,0.303116,0.402027,0.480556,0.015873,0.487239,0.52381,0.695122,0.992806,0,0.453642,0.620915,0.69802,1,0.008247,0.366603,0.654709,0.729367,0.997802,0.495316,0.233918,0.31733,0.285714,0.466165,0.299539,0.085239,0.344075,0.547619,0.773429,0.996,0.017241,0.172414,0.506369,0.827406,0.98,0,0.274949,0.463455,0.578947,1,0.264259,0.78673,0.533156,0.40874,0.253669,0.636637,0.004762,0.578755,0.636139,0.693878,0.983784,0,0.440546,0.52802,0.68871,1,0.008247,0.366603,0.654709,0.729367,0.997802,3
0.366255,0.046809,0.33908,0.324468,0.346154,0.304196,0.136882,0.308901,0.35533,0.358852,0.240964,0.34965,0.253247,0.306569,0.091892,0.419162,0.220657,0.531646,0.183333,0.324324,0.490255,0.421053,0.526437,0.360544,0.541096,0.370968,0.445087,0.019685,0.628242,0.606061,0.884766,0.964072,0.003106,0.548872,0.627232,0.661871,0.95045,0.027273,0.448171,0.461111,0.595687,1,0.386861,0.523605,0.477273,0.441261,0.40184,0.58806,0.03125,0.53125,0.457237,0.573826,1,0.003106,0.478697,0.529412,0.492727,0.957364,0.019685,0.636888,0.716157,0.851562,0.964072,0.512035,0.421053,0.453581,0.362606,0.469595,0.363889,0.003175,0.450116,0.601732,0.713415,0.985612,0.07451,0.387417,0.590414,0.700495,1,0.008247,0.502879,0.692078,0.78119,0.945055,0.375878,0.179825,0.480094,0.171429,0.421053,0.258065,0.048857,0.287942,0.480331,0.863028,0.992,0.011853,0.255388,0.646497,0.759414,0.933,0.019231,0.340122,0.551495,0.550607,1,0.406844,0.684834,0.453581,0.449871,0.303983,0.48048,0.004762,0.487179,0.673267,0.594752,0.967568,0.022951,0.401559,0.498132,0.708065,1,0.008247,0.502879,0.692078,0.78119,0.945055,3
0.662551,0.025532,0.333333,0.308511,0.307692,0.293706,0,0.204188,0.329949,0.588517,0.46988,0.314685,0.376623,0.284672,0.243243,0.035928,0.150235,0.56962,0,0.171171,0.185907,0.45,0.425287,0.472789,0.489726,0.395161,0.419075,0.047244,0.731988,0.713012,0.789062,0.844311,0.052795,0.35589,0.613839,0.743405,0.972973,0.018182,0.533537,0.352778,0.563342,1,0.445255,0.545064,0.40625,0.538682,0.315951,0.570149,0.020833,0.521875,0.263158,0.456376,1,0.052795,0.35589,0.5,0.530909,0.976744,0.047244,0.731988,0.873362,0.789062,0.844311,0.490153,0.568421,0.384615,0.597734,0.422297,0.225,0.053968,0.389791,0.5671,0.652439,0.985612,0.098039,0.486755,0.457516,0.695545,0.849711,0.008247,0.326296,0.698057,0.71785,1,0.430913,0.169591,0.433255,0.171429,0.533835,0.207373,0.107069,0.234927,0.334369,0.750772,0.916,0.034483,0.056034,0.732484,0.748954,0.832,0.048077,0.674134,0.609635,0.704453,1,0.414449,0.736967,0.384615,0.532134,0.289308,0.33033,0.080952,0.43956,0.631188,0.618076,0.967568,0.101639,0.434698,0.439601,0.683871,0.889362,0.008247,0.326296,0.698057,0.71785,1,3
0.36214,0.06383,0.436782,0.345745,0.336538,0.307692,0.098859,0.293194,0.299492,0.267943,0.216867,0.167832,0.363636,0.321168,0.302703,0.335329,0.192488,0.43038,0.35,0.477477,0.463268,0.486842,0.535632,0.265306,0.64726,0.405914,0.393064,0.019685,0.51585,0.513369,0.75,1,0.003106,0.473684,0.542411,0.625899,0.986486,0.1,0.625,0.711111,0.730458,0.882353,0.346715,0.517167,0.519886,0.421203,0.398773,0.695522,0.114583,0.70625,0.634868,0.644295,0.980392,0.003106,0.473684,0.476471,0.512727,0.965116,0.019685,0.48415,0.598253,0.726563,1,0.507659,0.323684,0.564987,0.339943,0.503378,0.469444,0.003175,0.477958,0.538961,0.691057,1,0.043137,0.437086,0.616558,0.638614,0.930636,0.008247,0.441459,0.632287,0.696737,0.993407,0.416862,0.219298,0.407494,0.085714,0.421053,0.258065,0.116424,0.290021,0.599379,0.850669,0.988,0.040948,0.181034,0.514862,0.692469,0.941,0.019231,0.323829,0.395349,0.597166,1,0.442966,0.542654,0.564987,0.375321,0.398323,0.486486,0.004762,0.468864,0.616337,0.653061,1,0.07541,0.436647,0.551681,0.701613,0.948936,0.008247,0.441459,0.632287,0.696737,0.993407,3
0.242798,0.046809,0.41954,0.106383,0.326923,0.321678,0.064639,0.277487,0.126904,0.401914,0.168675,0.468531,0.383117,0.408759,0.194595,0.437126,0.286385,0.405063,0.833333,0.477477,0.490255,0.363158,0.544828,0.408163,0.513699,0.346774,0.485549,0.11811,0.521614,0.515152,0.753906,0.964072,0.003106,0.571429,0.638393,0.729017,0.986486,0.068182,0.542683,0.608333,0.695418,1,0.5,0.549356,0.357955,0.553009,0.349693,0.519403,0.0625,0.5125,0.539474,0.583893,1,0.003106,0.634085,0.578431,0.589091,0.988372,0.074803,0.521614,0.576419,0.742188,0.964072,0.525164,0.413158,0.461538,0.427762,0.469595,0.472222,0.003175,0.561485,0.614719,0.833333,0.985612,0.129412,0.480132,0.638344,0.589109,1,0.024742,0.347409,0.603886,0.727447,0.982418,0.209602,0.261696,0.580796,0,0.210526,0.359447,0.133056,0.281705,0.327122,0.508754,0.844,0.036638,0.110991,0.462845,0.660042,0.955,0.019231,0.539715,0.719269,0.686235,1,0.454373,0.618483,0.461538,0.40617,0.327044,0.546547,0.004762,0.703297,0.673267,0.781341,0.983784,0.108197,0.411306,0.519303,0.640323,1,0.024742,0.347409,0.603886,0.727447,0.982418,3
0.26749,0.051064,0.373563,0.441489,0.288462,0.227273,0.091255,0.434555,0.482234,0.425837,0.072289,0.335664,0.272727,0.087591,0.259459,0.251497,0.253521,0.601266,0.1,0.324324,0.205397,0.557895,0.347126,0.445578,0.547945,0.448925,0.387283,0.043307,0.455331,0.481283,0.732422,0.964072,0.012422,0.531328,0.566964,0.673861,0.810811,0.072727,0.551829,0.680556,0.754717,1,0.478102,0.386266,0.590909,0.398281,0.518405,0.555224,0.083333,0.540625,0.549342,0.714765,1,0.012422,0.531328,0.533333,0.490909,0.837209,0.043307,0.489914,0.58952,0.732422,0.964072,0.380744,0.468421,0.501326,0.475921,0.381757,0.486111,0.012698,0.464037,0.627706,0.684959,0.899281,0.066667,0.576159,0.642702,0.787129,0.930636,0.020619,0.401152,0.512706,0.495202,1,0.257611,0.383041,0.435597,0,0.451128,0.497696,0.06237,0.111227,0.271222,0.668383,0.982,0.025862,0.365302,0.467091,0.740586,0.875,0.048077,0.492872,0.561462,0.700405,1,0.298479,0.777251,0.501326,0.421594,0.262055,0.612613,0.019048,0.553114,0.717822,0.644315,0.772973,0.055738,0.407407,0.552927,0.725806,0.948936,0.020619,0.401152,0.512706,0.495202,1,3
0.419753,0.021277,0.586207,0.351064,0.740385,0.213287,0.098859,0.293194,0.335025,0.392344,0.240964,0.286713,0.12987,0.262774,0.248649,0.215569,0.262911,0.259494,0,0.504505,0.247376,0.573684,0.416092,0.309524,0.530822,0.373656,0.372832,0.055118,0.616715,0.56328,0.847656,1,0.024845,0.468672,0.5625,0.645084,0.977477,0.013636,0.432927,0.575,0.555256,0.901961,0.405109,0.403433,0.613636,0.389685,0.407975,0.492537,0.015625,0.41875,0.5,0.530201,0.901961,0.024845,0.468672,0.494118,0.452727,0.98062,0.055118,0.616715,0.657205,0.886719,1,0.522976,0.231579,0.625995,0.322946,0.5,0.433333,0.025397,0.529002,0.545455,0.650407,1,0.015686,0.403974,0.544662,0.693069,0.942197,0.049485,0.339731,0.599402,0.68714,0.967033,0.54918,0.187135,0.300937,0,0.691729,0.235023,0.090437,0.2921,0.469979,0.677652,0.974,0.028017,0.054957,0.612527,0.774059,0.898,0.038462,0.238289,0.66113,0.65587,1,0.370722,0.563981,0.625995,0.33419,0.352201,0.555556,0.038095,0.611722,0.623762,0.574344,1,0.013115,0.411306,0.50934,0.687097,0.957447,0.049485,0.339731,0.599402,0.68714,0.967033,3
