@relation proteina_completatreinamento-weka.filters.unsupervised.attribute.Normalize-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-V-N10-F1

@attribute A numeric
@attribute B numeric
@attribute C numeric
@attribute D numeric
@attribute E numeric
@attribute F numeric
@attribute G numeric
@attribute H numeric
@attribute I numeric
@attribute J numeric
@attribute L numeric
@attribute M numeric
@attribute N numeric
@attribute O numeric
@attribute P numeric
@attribute Q numeric
@attribute R numeric
@attribute S numeric
@attribute T numeric
@attribute U numeric
@attribute V numeric
@attribute X numeric
@attribute Z numeric
@attribute A1 numeric
@attribute B1 numeric
@attribute C1 numeric
@attribute D1 numeric
@attribute E1 numeric
@attribute F1 numeric
@attribute G1 numeric
@attribute H1 numeric
@attribute I1 numeric
@attribute J1 numeric
@attribute L1 numeric
@attribute M1 numeric
@attribute N1 numeric
@attribute O1 numeric
@attribute P1 numeric
@attribute Q1 numeric
@attribute R1 numeric
@attribute S1 numeric
@attribute T1 numeric
@attribute U1 numeric
@attribute V1 numeric
@attribute X1 numeric
@attribute Z1 numeric
@attribute A2 numeric
@attribute B2 numeric
@attribute C2 numeric
@attribute D2 numeric
@attribute E2 numeric
@attribute F2 numeric
@attribute G2 numeric
@attribute H2 numeric
@attribute I2 numeric
@attribute J2 numeric
@attribute L2 numeric
@attribute M2 numeric
@attribute N2 numeric
@attribute O2 numeric
@attribute P2 numeric
@attribute Q2 numeric
@attribute R2 numeric
@attribute S2 numeric
@attribute T2 numeric
@attribute U2 numeric
@attribute V2 numeric
@attribute X2 numeric
@attribute Z2 numeric
@attribute A3 numeric
@attribute B3 numeric
@attribute C3 numeric
@attribute D3 numeric
@attribute E3 numeric
@attribute F3 numeric
@attribute G3 numeric
@attribute H3 numeric
@attribute I3 numeric
@attribute J3 numeric
@attribute L3 numeric
@attribute M3 numeric
@attribute N3 numeric
@attribute O3 numeric
@attribute P3 numeric
@attribute Q3 numeric
@attribute R3 numeric
@attribute S3 numeric
@attribute T3 numeric
@attribute U3 numeric
@attribute V3 numeric
@attribute X3 numeric
@attribute Z3 numeric
@attribute A4 numeric
@attribute B4 numeric
@attribute C4 numeric
@attribute D4 numeric
@attribute E4 numeric
@attribute F4 numeric
@attribute G4 numeric
@attribute H4 numeric
@attribute I4 numeric
@attribute J4 numeric
@attribute L4 numeric
@attribute M4 numeric
@attribute N4 numeric
@attribute O4 numeric
@attribute P4 numeric
@attribute Q4 numeric
@attribute R4 numeric
@attribute S4 numeric
@attribute T4 numeric
@attribute U4 numeric
@attribute V4 numeric
@attribute X4 numeric
@attribute Z4 numeric
@attribute A5 numeric
@attribute B5 numeric
@attribute C5 numeric
@attribute D5 numeric
@attribute E5 numeric
@attribute F5 numeric
@attribute G5 numeric
@attribute H5 numeric
@attribute I5 numeric
@attribute J5 numeric
@attribute L5 numeric
@attribute class {1,2,3,4,5}

@data
0.345679,0.017021,0.356322,0.212766,0.557692,0.388112,0.08365,0.277487,0.314721,0.444976,0.156627,0.27972,0.233766,0.291971,0.167568,0.610778,0.206573,0.481013,0.216667,0.117117,0.290855,0.360526,0.544828,0.411565,0.530822,0.231183,0.67052,0.082677,0.414986,0.41533,0.65625,0.520958,0.006211,0.553885,0.685268,0.786571,1,0.072727,0.490854,0.675,0.660377,0.915033,0.357664,0.622318,0.372159,0.636103,0.171779,0.644776,0.083333,0.478125,0.601974,0.577181,0.915033,0.006211,0.553885,0.523529,0.587273,1,0.082677,0.414986,0.517467,0.65625,0.520958,0.625821,0.331579,0.419098,0.569405,0.554054,0.352778,0.006349,0.512761,0.5671,0.79065,1,0.168627,0.493377,0.6122,0.616337,0.843931,0.03299,0.309021,0.588939,0.671785,0.971429,0.21897,0.27924,0.557377,0,0.338346,0.368664,0.253638,0.392931,0.570393,0.672503,0.933,0.043103,0.219828,0.5,0.762552,0.88,0.028846,0.274949,0.539867,0.690283,1,0.486692,0.613744,0.419098,0.552699,0.381551,0.414414,0.009524,0.586081,0.670792,0.746356,1,0.140984,0.463938,0.524284,0.632258,0.829787,0.03299,0.309021,0.588939,0.671785,0.971429,3
0.580247,0.029787,0.114943,0.106383,0.442308,0.377622,0.087452,0.188482,0.147208,0.267943,0.433735,0.545455,0.383117,0.240876,0.140541,0.449102,0.230047,0.620253,0.216667,0.441441,0.412294,0.176316,0.751724,0.343537,0.260274,0.215054,0.549133,0.125984,0.553314,0.632799,0.917969,0.982036,0.015528,0.533835,0.591518,0.681055,0.954955,0.004545,0.542683,0.466667,0.568733,1,0.416058,0.736052,0.176136,0.601719,0.159509,0.361194,0.005208,0.584375,0.559211,0.506711,1,0.015528,0.483709,0.47451,0.483636,0.96124,0.125984,0.610951,0.882096,0.943359,0.982036,0.599562,0.386842,0.442971,0.393768,0.472973,0.366667,0.015873,0.447796,0.538961,0.644309,0.889688,0.035294,0.281457,0.464052,0.673267,0.982659,0.028866,0.59501,0.787743,0.880998,1,0.286885,0.27193,0.495316,0.2,0.443609,0.271889,0.128898,0.241164,0.432712,0.53553,0.882,0.056034,0.18319,0.585987,0.776151,0.908,0.019231,0.431772,0.692691,0.704453,1,0.513308,0.561611,0.442971,0.329049,0.356394,0.432432,0.02381,0.483516,0.616337,0.559767,0.945946,0.006557,0.331384,0.429639,0.690323,0.987234,0.028866,0.59501,0.787743,0.880998,1,3
0.576132,0.097872,0.58046,0.329787,0.153846,0.188811,0.117871,0.60733,0.395939,0.334928,0.373494,0.216783,0.253247,0.116788,0.254054,0.233533,0.220657,0.196203,0.133333,0.207207,0.146927,0.510526,0.450575,0.357143,0.489726,0.403226,0.436416,0.027559,0.510086,0.456328,0.650391,0.718563,0.161491,0.463659,0.801339,0.810552,1,0.131818,0.606707,0.533333,0.41779,0.947712,0.335766,0.493562,0.559659,0.570201,0.334356,0.656716,0.151042,0.596875,0.434211,0.275168,0.947712,0.161491,0.463659,0.67451,0.590909,1,0.027559,0.510086,0.574236,0.695312,0.718563,0.573304,0.178947,0.472149,0.427762,0.773649,0.330556,0.165079,0.538283,0.811688,0.831301,1,0.14902,0.403974,0.433551,0.596535,0.953757,0.012371,0.24952,0.571001,0.631478,0.949451,0.454333,0.27193,0.327869,0.228571,0.526316,0.322581,0.096674,0.290021,0.665631,0.84655,0.922,0.017241,0.184267,0.394904,0.583682,0.736,0.067308,0.407332,0.571429,0.603239,1,0.48289,0.575829,0.472149,0.578406,0.545073,0.351351,0.247619,0.538462,0.851485,0.752187,1,0.098361,0.471735,0.462017,0.514516,0.965957,0.012371,0.24952,0.571001,0.631478,0.949451,3
0.197531,0,0.408046,0.255319,0.230769,0.20979,0.136882,0.314136,0.304569,0.626794,0.433735,0.335664,0.38961,0.175182,0.448649,0.359281,0.169014,0.075949,0.4,0.747748,0.07946,0.510526,0.471264,0.326531,0.636986,0.387097,0.372832,0.370079,0.832853,0.588235,0.791016,0.856287,0.031056,0.576441,0.486607,0.788969,1,0.1,0.262195,0.730556,0.576819,0.607843,0.521898,0.373391,0.573864,0.487106,0.48773,0.558209,0.114583,0.24375,0.236842,0.473154,0.607843,0.031056,0.368421,0.427451,0.48,0.813953,0.370079,0.798271,0.720524,0.861328,1,0.341357,0.310526,0.769231,0.209632,0.567568,0.522222,0.184127,0.589327,0.471861,0.75813,0.884892,0.043137,0.201987,0.472767,0.492574,0.653179,0.045361,0.47025,0.64574,0.838772,1,0.403981,0.347953,0.31733,0,0.541353,0.442396,0.161123,0.234927,0.542443,0.91967,0.988,0.025862,0.076509,0.378981,0.784519,0.833,0.105769,0.492872,0.511628,0.423077,1,0.275665,0.563981,0.769231,0.272494,0.402516,0.57958,0.047619,0.70696,0.569307,0.574344,0.740541,0.114754,0.31384,0.545455,0.609677,0.744681,0.045361,0.47025,0.64574,0.838772,1,3
0.156379,0.110638,0.293103,0.271277,0.25,0.314685,0.04943,0.198953,0.192893,0.736842,0.457831,0.090909,0.415584,0.467153,0.345946,0.227545,0.300469,0.322785,0.433333,0.459459,0.070465,0.376316,0.42069,0.57483,0.623288,0.360215,0.682081,0.551181,0.688761,0.477718,0.705078,0.694611,0.034161,0.305764,0.678571,0.808153,0.941441,0.281818,0.570122,0.594444,0.584906,1,0.671533,0.444206,0.363636,0.65043,0.315951,0.647761,0.1875,0.478125,0.506579,0.483221,1,0.034161,0.305764,0.494118,0.534545,0.949612,0.551181,0.688761,0.585153,0.730469,0.694611,0.358862,0.578947,0.533156,0.617564,0.27027,0.533333,0.155556,0.610209,0.658009,0.745935,0.968825,0.047059,0.456954,0.605664,0.492574,1,0.074227,0.287908,0.45441,0.635317,0.887912,0.420375,0.337719,0.309133,0,0.586466,0.479263,0.199584,0.279626,0.504141,0.911432,0.974,0.040948,0.082974,0.421444,0.751046,0.808,0.115385,0.226069,0.614618,0.394737,1,0.34981,0.684834,0.533156,0.683805,0.303983,0.468468,0.052381,0.410256,0.623762,0.623907,0.92973,0.206557,0.54386,0.531756,0.717742,1,0.074227,0.287908,0.45441,0.635317,0.887912,3
0.465021,0.025532,0.304598,0.085106,0.240385,0.374126,0.106464,0.162304,0.096447,0.464115,0.036145,0.328671,0.201299,0.386861,0.189189,0.491018,0.516432,0.639241,0.15,0.279279,0.430285,0.221053,0.751724,0.285714,0.380137,0.217742,0.508671,0.007874,0.400576,0.529412,0.900391,0.964072,0.012422,0.588972,0.640625,0.621103,0.986486,0.131818,0.594512,0.533333,0.819407,1,0.288321,0.761803,0.241477,0.518625,0.171779,0.513433,0.036458,0.465625,0.394737,0.714765,1,0.012422,0.636591,0.594118,0.461818,0.988372,0.007874,0.409222,0.648472,0.90625,0.964072,0.7593,0.392105,0.254642,0.617564,0.280405,0.286111,0.003175,0.568445,0.621212,0.660569,0.992806,0.105882,0.453642,0.605664,0.772277,1,0.014433,0.232246,0.467862,0.834933,0.971429,0.279859,0.266082,0.507026,0.371429,0.330827,0.290323,0.199584,0.310811,0.465839,0.874356,0.991,0.033405,0.104526,0.487261,0.832636,0.965,0.019231,0.435845,0.614618,0.522267,1,0.598859,0.623223,0.254642,0.501285,0.199161,0.36036,0.004762,0.684982,0.735149,0.574344,0.983784,0.098361,0.434698,0.519303,0.770968,1,0.014433,0.232246,0.467862,0.834933,0.971429,3
0.230453,0,0.252874,0.473404,0.538462,0.311189,0.041825,0.350785,0.22335,0.320574,0.674699,0.153846,0.363636,0.489051,0.421622,0.131737,0.206573,0.632911,0,0.297297,0.088456,0.539474,0.310345,0.52381,0.767123,0.47043,0.234104,0.169291,0.608069,0.486631,0.929687,1,0.167702,0.561404,0.645089,0.585132,0.54955,0.040909,0.198171,0.569444,0.781671,0.928105,0.554745,0.38412,0.536932,0.315186,0.466258,0.749254,0.046875,0.3875,0.513158,0.728188,0.928105,0.167702,0.561404,0.458824,0.352727,0.612403,0.169291,0.67147,0.668122,0.951172,1,0.301969,0.518421,0.591512,0.206799,0.557432,0.45,0.415873,0.519722,0.506494,0.542683,0.59952,0.039216,0.162252,0.455338,0.764851,0.872832,0.156701,0.585413,0.795217,0.84261,1,0.58548,0.146199,0.297424,0.314286,0.759398,0.156682,0.045738,0.288981,0.517598,0.675592,0.967,0.107759,0.119612,0.141189,0.825314,0.822,0.096154,0.293279,0.440199,0.62753,1,0.23384,0.777251,0.591512,0.349614,0.39413,0.507508,0.257143,0.59707,0.579208,0.405248,0.459459,0.032787,0.269006,0.391034,0.641935,0.953191,0.156701,0.585413,0.795217,0.84261,1,2
0.255144,0.119149,0.356322,0.271277,0.490385,0.255245,0.087452,0.413613,0.314721,0.406699,0.337349,0.314685,0.181818,0.291971,0.091892,0.407186,0.319249,0.5,0.1,0.405405,0.218891,0.363158,0.43908,0.564626,0.291096,0.478495,0.520231,0.086614,0.440922,0.470588,0.736328,1,0.02795,0.726817,0.589286,0.666667,0.896396,0.018182,0.481707,0.622222,0.74124,0.960784,0.638686,0.45279,0.375,0.578797,0.490798,0.352239,0.020833,0.43125,0.483553,0.637584,0.960784,0.080745,0.81203,0.529412,0.527273,0.910853,0.062992,0.440922,0.613537,0.726563,1,0.47046,0.402632,0.469496,0.436261,0.449324,0.361111,0.08254,0.593968,0.584416,0.78252,0.944844,0.019608,0.264901,0.594771,0.769802,1,0.018557,0.291747,0.590433,0.49904,0.975824,0.257611,0.280702,0.517564,0.314286,0.255639,0.313364,0.18815,0.234927,0.415114,0.546859,0.921,0.048491,0.675647,0.755839,0.921548,0.983,0.048077,0.427699,0.453488,0.572874,1,0.38403,0.701422,0.469496,0.473008,0.303983,0.477477,0.12381,0.652015,0.653465,0.699708,0.908108,0.016393,0.384016,0.561644,0.735484,1,0.018557,0.291747,0.590433,0.49904,0.975824,2
0.148148,0.617021,0.316092,0.191489,0.173077,0.506993,0.068441,0.094241,0.279188,0.263158,0,0.125874,0.824675,0,0.297297,0.329341,0.342723,0.462025,0,0.162162,0.035982,0.207895,0.682759,0.404762,0.321918,0.233871,0.583815,1,0.729107,0.723708,0.794922,0.892216,0.10559,0.283208,0.520089,0.633094,1,0.072727,0.435976,0.252778,0.398922,0.764706,0.368613,0.746781,0.196023,0.573066,0.150307,0.519403,0.083333,0.421875,0.279605,0.496644,0.764706,0.10559,0.283208,0.456863,0.536364,1,1,0.729107,0.80786,0.617187,0.892216,0.538293,0.663158,0.289125,0.325779,0.25,0.330556,0.28254,0.348028,0.582251,0.613821,0.695444,0.066667,0.331126,0.398693,0.747525,1,0.521649,0.525912,0.713004,0.667946,0.96044,0,0.399123,0.680328,0,0,0.511521,0,0,0,0,0,0.15625,0.196121,0.347134,0.589958,0.636,0.163462,0.478615,0.626246,0.753036,1,0.851711,0.277251,0.289125,0.239075,0.350105,0.168168,0.07619,0.190476,0.576733,0.507289,1,0.652459,0.368421,0.32254,0.767742,0.765957,0.521649,0.525912,0.713004,0.667946,0.96044,5
0.115226,0.47234,0,0,0,0.583916,0.106464,0.146597,0,0.267943,0,0.195804,0.363636,0.810219,0,0.664671,0.521127,0.35443,0,1,0.007496,0,1,0.204082,0.178082,0.22043,0.274566,0.216535,0,0,0.712891,0.664671,0.080745,0.338346,0.435268,0.398082,0.626126,1,0.759146,0.708333,0.706199,1,0.492701,0.824034,0,0.730659,0.162577,0.420896,0.713542,0.753125,0.641447,0.728188,1,0.080745,0.546366,0.382353,0.241818,0.678295,0.216535,0,0,0.712891,0.664671,0.654267,0.563158,0.222812,0.507082,0.358108,0,0.08254,0.313225,0.361472,0.394309,0.800959,0.215686,0.344371,1,0.806931,1,0.224742,0.180422,0.106129,0,0.756044,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.259615,0.395112,0.551495,0.615385,1,0.750951,0.462085,0.222812,0.66838,0.280922,0,0.12381,0.575092,0.549505,0.274052,0.848649,0.180328,0.321637,0.79203,0.732258,1,0.224742,0.180422,0.106129,0,0.756044,5
0.316872,0.025532,0.293103,0.340426,0.125,0.314685,0.072243,0.371728,0.324873,0.339713,0.313253,0.356643,0.168831,0.328467,0.275676,0.227545,0.389671,0.810127,0,0.234234,0.187406,0.494737,0.42069,0.421769,0.482877,0.357527,0.413295,0.019685,0.449568,0.522282,0.830078,1,0.052795,0.754386,0.850446,0.717026,0.972973,0.254545,0.45122,0.363889,0.274933,0.830065,0.416058,0.484979,0.508523,0.421203,0.349693,0.525373,0.291667,0.496875,0.296053,0.395973,0.830065,0.052795,0.754386,0.684314,0.498182,0.976744,0.019685,0.449568,0.681223,0.830078,1,0.485777,0.494737,0.381963,0.518414,0.418919,0.491667,0.053968,0.610209,0.727273,0.772358,0.985612,0.019608,0.331126,0.45098,0.542079,0.890173,0.049485,0.397313,0.693572,0.980806,1,0.398126,0.346491,0.324356,0.171429,0.338346,0.387097,0.293139,0.373181,0.531056,0.865088,0.962,0.054957,0.179957,0.265393,0.697699,0.763,0.048077,0.185336,0.466777,0.524291,1,0.34981,0.819905,0.381963,0.493573,0.259958,0.618619,0.080952,0.714286,0.831683,0.623907,0.967568,0.016393,0.356725,0.419676,0.593548,0.919149,0.049485,0.397313,0.693572,0.980806,1,3
0.469136,0.080851,0.252874,0.069149,0.307692,0.286713,0.011407,0.183246,0.142132,0.4689,0.156627,0.307692,0.616883,0.416058,0.135135,0.586826,0.399061,0.462025,0.266667,0.252252,0.428786,0.189474,0.756322,0.319728,0.434932,0.150538,0.566474,0.070866,0.610951,0.638146,0.824219,0.850299,0.012422,0.466165,0.625,0.748201,1,0.004545,0.527439,0.502778,0.563342,0.960784,0.313869,0.82618,0.136364,0.647564,0.03681,0.525373,0.005208,0.565625,0.398026,0.466443,0.960784,0.012422,0.448622,0.541176,0.558182,1,0.070866,0.711816,0.823144,0.824219,0.850299,0.667396,0.510526,0.238727,0.665722,0.324324,0.272222,0.022222,0.482599,0.612554,0.74187,0.992806,0.007843,0.380795,0.566449,0.616337,1,0.053608,0.47025,0.535127,0.723608,0.945055,0.425059,0.188596,0.423888,0.085714,0.548872,0.248848,0.04262,0.272349,0.477226,0.756952,0.905,0.067888,0.21444,0.418259,0.600418,0.994,0.019231,0.354379,0.684385,0.694332,1,0.661597,0.559242,0.238727,0.601542,0.253669,0.303303,0.019048,0.432234,0.693069,0.737609,1,0.006557,0.460039,0.533001,0.601613,0.974468,0.053608,0.47025,0.535127,0.723608,0.945055,3
0.292181,0.059574,0.390805,0.398936,0.490385,0.188811,0.1673,0.267016,0.208122,0.555024,0.204819,0.405594,0.175325,0.175182,0.221622,0.347305,0.333333,0.493671,0.233333,0.243243,0.394303,0.439474,0.409195,0.510204,0.294521,0.467742,0.618497,0.007874,0.544669,0.623886,0.857422,0.958084,0.037267,0.508772,0.513393,0.702638,1,0.022727,0.603659,0.591667,0.654987,0.980392,0.514599,0.416309,0.519886,0.504298,0.570552,0.379104,0.026042,0.59375,0.493421,0.57047,0.980392,0.037267,0.551378,0.45098,0.529091,1,0.007874,0.48415,0.742358,0.771484,0.958084,0.448578,0.494737,0.477454,0.430595,0.439189,0.461111,0.038095,0.566125,0.608225,0.715447,1,0.007843,0.407285,0.570806,0.680693,0.959538,0.016495,0.364683,0.590433,0.685221,0.993407,0.446136,0.298246,0.314988,0.085714,0.43609,0.359447,0.173597,0.367983,0.60559,0.854789,0.969,0.018319,0.080819,0.360934,0.57636,0.997,0.019231,0.295316,0.534884,0.591093,1,0.334601,0.753555,0.477454,0.485861,0.316562,0.543544,0.02381,0.630037,0.695545,0.653061,1,0.006557,0.473684,0.515567,0.717742,0.970213,0.016495,0.364683,0.590433,0.685221,0.993407,3
0.349794,0.097872,0.488506,0.239362,0.326923,0.437063,0.064639,0.418848,0.375635,0.435407,0.337349,0.314685,0.220779,0.167883,0.243243,0.239521,0.107981,0.506329,0.183333,0.099099,0.217391,0.471053,0.365517,0.534014,0.452055,0.357527,0.375723,0.03937,0.576369,0.515152,0.601562,1,0.012422,0.60401,0.810268,0.827338,0.95045,0.118182,0.362805,0.408333,0.522911,0.888889,0.481752,0.469957,0.477273,0.421203,0.303681,0.576119,0.135417,0.346875,0.401316,0.426174,0.888889,0.012422,0.60401,0.711765,0.618182,0.957364,0.03937,0.559078,0.593886,0.601562,1,0.525164,0.363158,0.442971,0.441926,0.415541,0.491667,0.012698,0.491879,0.748918,0.756098,1,0.039216,0.268212,0.40305,0.542079,0.901734,0.148454,0.479846,0.603886,0.637236,0.949451,0.478923,0.248538,0.320843,0,0.601504,0.317972,0.070686,0.230769,0.493789,0.69001,0.903,0.030172,0.18319,0.591295,0.748954,0.818,0.048077,0.441955,0.561462,0.777328,1,0.431559,0.665877,0.442971,0.508997,0.32914,0.54955,0.019048,0.659341,0.898515,0.795918,1,0.032787,0.298246,0.409714,0.430645,0.92766,0.148454,0.479846,0.603886,0.637236,0.949451,3
0.423868,0.080851,0.321839,0.430851,0.692308,0.185315,0.129278,0.146597,0.22335,0.358852,0.337349,0.433566,0.162338,0.321168,0.221622,0.39521,0.220657,0.556962,0.1,0.252252,0.433283,0.497368,0.413793,0.428571,0.503425,0.443548,0.413295,0.019685,0.685879,0.639929,0.816406,0.964072,0.031056,0.546366,0.620536,0.633094,0.959459,0.004545,0.426829,0.447222,0.614555,1,0.430657,0.44206,0.553977,0.415473,0.417178,0.61194,0.005208,0.4125,0.447368,0.530201,1,0.031056,0.546366,0.556863,0.534545,0.965116,0.019685,0.631124,0.735808,0.779297,0.964072,0.452954,0.502632,0.525199,0.461756,0.445946,0.466667,0.031746,0.5058,0.627706,0.739837,0.978417,0.058824,0.466887,0.666667,0.707921,1,0.002062,0.368522,0.520179,0.554702,0.925275,0.566745,0.154971,0.307963,0.171429,0.56391,0.230415,0.012474,0.2921,0.675983,0.855819,0.981,0.131466,0.178879,0.338641,0.5659,0.722,0.019231,0.325866,0.463455,0.299595,1,0.344106,0.699052,0.525199,0.455013,0.32914,0.516517,0.047619,0.655678,0.665842,0.661808,0.951351,0.04918,0.413255,0.592777,0.732258,1,0.002062,0.368522,0.520179,0.554702,0.925275,3
0.514403,0,0.356322,0.457447,0.451923,0.272727,0,0.246073,0.436548,0.559809,0.566265,0.433566,0.149351,0.116788,0.167568,0.185629,0.183099,0.493671,0.133333,0.144144,0.145427,0.539474,0.312644,0.52381,0.202055,0.577957,0.32659,0.059055,0.400576,0.294118,0.691406,0.862275,0.018634,0.879699,0.863839,0.82494,0.963964,0.168182,0.39939,0.522222,0.474394,1,0.485401,0.448498,0.502841,0.418338,0.484663,0.358209,0.192708,0.384375,0.421053,0.345638,1,0.018634,0.859649,0.758824,0.601818,0.968992,0.059055,0.400576,0.360262,0.691406,0.862275,0.477024,0.473684,0.474801,0.141643,0.381757,0.575,0.019048,0.614849,0.703463,0.75,0.980815,0.117647,0.384106,0.474946,0.514851,0.907514,0.043299,0.238004,0.587444,0.671785,1,0.539813,0.263158,0.249415,0,0.593985,0.364055,0.113306,0.219335,0.549689,0.804325,0.984,0.050647,0.084052,0.43949,0.686192,0.836,0.067308,0.362525,0.513289,0.473684,1,0.325095,0.765403,0.474801,0.200514,0.268344,0.708709,0.028571,0.802198,0.861386,0.702624,0.956757,0.098361,0.39961,0.457036,0.65,0.931915,0.043299,0.238004,0.587444,0.671785,1,3
0.176955,0.093617,0.373563,0.734043,0.346154,0.328671,0,0.570681,0.365482,0.277512,0.433735,0.405594,0.142857,0.10219,0.075676,0.347305,0.201878,0.455696,0.366667,0.198198,0.16042,0.586842,0.245977,0.561224,0.363014,0.561828,0.306358,0.051181,0.610951,0.57041,0.775391,0.958084,0.10559,0.318296,0.604911,0.513189,0.936937,0.022727,0.60061,0.469444,0.617251,1,0.551095,0.371245,0.553977,0.395415,0.466258,0.498507,0.026042,0.590625,0.476974,0.620805,1,0.152174,0.390977,0.531373,0.38,0.945736,0.051181,0.610951,0.69869,0.775391,0.958084,0.407002,0.476316,0.392573,0.441926,0.466216,0.183333,0.155556,0.38051,0.428571,0.54878,0.966427,0.109804,0.615894,0.514161,0.80198,0.959538,0.010309,0.259117,0.775785,0.65643,0.936264,0.457845,0.28655,0.312646,0,0.548872,0.336406,0.08316,0.173597,0.554865,0.790937,0.993,0.015086,0.242457,0.392781,0.644351,0.855,0.057692,0.462322,0.443522,0.447368,1,0.304183,0.867299,0.392573,0.40874,0.274633,0.306306,0.233333,0.509158,0.670792,0.562682,0.924324,0.068852,0.438596,0.452055,0.762903,1,0.010309,0.259117,0.775785,0.65643,0.936264,3
0.502058,0.012766,0.408046,0.340426,0.423077,0.321678,0.102662,0.303665,0.380711,0.4689,0.120482,0.286713,0.24026,0.19708,0.167568,0.365269,0.220657,0.367089,0.233333,0.18018,0.395802,0.444737,0.531034,0.323129,0.503425,0.384409,0.398844,0.141732,0.708934,0.590018,0.845703,0.982036,0.003106,0.438596,0.526786,0.697842,0.954955,0.054545,0.621951,0.663889,0.714286,1,0.288321,0.581545,0.480114,0.424069,0.346626,0.620896,0.041667,0.50625,0.523026,0.516779,1,0.003106,0.446115,0.462745,0.52,0.96124,0.141732,0.708934,0.722707,0.845703,0.982036,0.601751,0.331579,0.437666,0.487252,0.459459,0.25,0.003175,0.491879,0.569264,0.72561,0.983213,0.023529,0.350993,0.522876,0.725248,1,0.016495,0.566219,0.633782,0.712092,0.993407,0.436768,0.223684,0.385246,0,0.406015,0.313364,0.134096,0.2921,0.575569,0.775489,0.942,0.010776,0.050647,0.539278,0.716527,0.963,0.019231,0.397149,0.446844,0.530364,1,0.467681,0.623223,0.437666,0.48329,0.272537,0.378378,0.004762,0.542125,0.608911,0.638484,0.962162,0.042623,0.424951,0.542964,0.735484,1,0.016495,0.566219,0.633782,0.712092,0.993407,3
0.36214,0.06383,0.436782,0.345745,0.336538,0.307692,0.098859,0.293194,0.299492,0.267943,0.216867,0.167832,0.363636,0.321168,0.302703,0.335329,0.192488,0.43038,0.35,0.477477,0.463268,0.486842,0.535632,0.265306,0.64726,0.405914,0.393064,0.019685,0.51585,0.513369,0.75,1,0.003106,0.473684,0.542411,0.625899,0.986486,0.1,0.625,0.711111,0.730458,0.882353,0.346715,0.517167,0.519886,0.421203,0.398773,0.695522,0.114583,0.70625,0.634868,0.644295,0.980392,0.003106,0.473684,0.476471,0.512727,0.965116,0.019685,0.48415,0.598253,0.726563,1,0.507659,0.323684,0.564987,0.339943,0.503378,0.469444,0.003175,0.477958,0.538961,0.691057,1,0.043137,0.437086,0.616558,0.638614,0.930636,0.008247,0.441459,0.632287,0.696737,0.993407,0.416862,0.219298,0.407494,0.085714,0.421053,0.258065,0.116424,0.290021,0.599379,0.850669,0.988,0.040948,0.181034,0.514862,0.692469,0.941,0.019231,0.323829,0.395349,0.597166,1,0.442966,0.542654,0.564987,0.375321,0.398323,0.486486,0.004762,0.468864,0.616337,0.653061,1,0.07541,0.436647,0.551681,0.701613,0.948936,0.008247,0.441459,0.632287,0.696737,0.993407,3
0.246914,0.106383,0.344828,0.265957,0.432692,0.363636,0.076046,0.235602,0.213198,0.248804,0.26506,0.503497,0.292208,0.160584,0.351351,0.359281,0.197183,0.563291,0.666667,0.378378,0.557721,0.45,0.450575,0.435374,0.40411,0.456989,0.390173,0.003937,0.466859,0.565062,0.761719,0.988024,0.009317,0.573935,0.555804,0.647482,1,0.136364,0.57622,0.688889,0.792453,0.96732,0.489051,0.476395,0.463068,0.421203,0.484663,0.414925,0.015625,0.55625,0.552632,0.714765,0.96732,0.015528,0.578947,0.488235,0.467273,1,0.003937,0.495677,0.703057,0.765625,0.988024,0.452954,0.4,0.583554,0.345609,0.472973,0.519444,0.015873,0.563805,0.577922,0.707317,1,0.003922,0.225166,0.407407,0.628713,0.971098,0.006186,0.452975,0.721973,0.808061,0.973626,0.272834,0.21345,0.555035,0.057143,0.278195,0.262673,0.054054,0.226611,0.485507,0.815654,0.995,0.032328,0.173491,0.268577,0.599372,0.844,0.009615,0.476578,0.636213,0.643725,1,0.393536,0.585308,0.583554,0.347044,0.360587,0.582583,0.02381,0.6337,0.561881,0.591837,1,0.003279,0.364522,0.483188,0.682258,0.978723,0.006186,0.452975,0.721973,0.808061,0.973626,3
